year,nature_of_employment,industry1,industry2,industry3,total_paid_hours,standard_hours,overtime_paid_hours
2007,full-time,services,"community, social and personal services","other community, social and personal services",44.7,43.6,1
2007,part-time,services,"community, social and personal services","other community, social and personal services",23.4,23.1,0.3
2007,full-time,others,others,others,45.5,42.9,2.5
2007,part-time,others,others,others,24.7,24.7,-
2008,full-time,manufacturing,"food, beverages and tobacco","food, beverages and tobacco",48.7,44,4.7
2008,part-time,manufacturing,"food, beverages and tobacco","food, beverages and tobacco",22.5,22.3,0.2
2008,full-time,manufacturing,"paper,rubber,plastic products and printing","paper,rubber,plastic products and printing",49.9,43.5,6.4
2008,part-time,manufacturing,"paper,rubber,plastic products and printing","paper,rubber,plastic products and printing",28,24.3,3.7
2008,full-time,manufacturing,"petroleum, chemical and pharmaceutical products","petroleum, chemical and pharmaceutical products",45.6,42.4,3.1
2008,part-time,manufacturing,"petroleum, chemical and pharmaceutical products","petroleum, chemical and pharmaceutical products",24.1,24,-
2008,full-time,manufacturing,"fabricated metal products, machinery and equipment","fabricated metal products, machinery and equipment",52.5,43.7,8.9
2008,part-time,manufacturing,"fabricated metal products, machinery and equipment","fabricated metal products, machinery and equipment",22.4,22,0.4
2008,full-time,manufacturing,"electronic, computer and optical products","electronic, computer and optical products",47.2,42.5,4.7
2008,part-time,manufacturing,"electronic, computer and optical products","electronic, computer and optical products",24,23.2,0.8
2008,full-time,manufacturing,transport equipment,transport equipment,53.2,44,9.3
2008,part-time,manufacturing,transport equipment,transport equipment,21.4,21.2,0.2
2008,full-time,manufacturing,other manufacturing industries,other manufacturing industries,49.5,43.2,6.4
2008,part-time,manufacturing,other manufacturing industries,other manufacturing industries,17.2,17.1,0.1
2008,full-time,construction,construction,construction,52.6,44.9,7.7
2008,part-time,construction,construction,construction,20.5,20.4,-
2008,full-time,services,wholesale and retail trade,wholesale trade,44.1,42.1,2
2008,part-time,services,wholesale and retail trade,wholesale trade,23.1,22.7,0.4
2008,full-time,services,wholesale and retail trade,retail trade,46.7,44.3,2.4
2008,part-time,services,wholesale and retail trade,retail trade,27.6,27.3,0.3
2008,full-time,services,transportation and storage,land transport and supporting services,47.9,43.5,4.5
2008,part-time,services,transportation and storage,land transport and supporting services,24.6,24.5,0.1
2008,full-time,services,transportation and storage,water transport and supporting services,45.6,43,2.6
2008,part-time,services,transportation and storage,water transport and supporting services,22,21.8,0.2
2008,full-time,services,transportation and storage,air transport and supporting services,44.1,42.3,1.7
2008,part-time,services,transportation and storage,air transport and supporting services,22.9,22.8,-
2008,full-time,services,transportation and storage,other transport and storage services,47.6,43.7,3.9
2008,part-time,services,transportation and storage,other transport and storage services,29.7,28.9,0.9
2008,full-time,services,accommodation and food services,accommodation,45.5,44.1,1.5
2008,part-time,services,accommodation and food services,accommodation,24.1,23.5,0.6
2008,full-time,services,accommodation and food services,food and beverage services,47,45.5,1.5
2008,part-time,services,accommodation and food services,food and beverage services,23.7,23.4,0.3
2008,full-time,services,information and communications,"telecommunications, broadcasting and publishing",42.5,41.9,0.6
2008,part-time,services,information and communications,"telecommunications, broadcasting and publishing",17.7,16.6,1.1
2008,full-time,services,information and communications,it and other information services,41.6,41.4,0.2
2008,part-time,services,information and communications,it and other information services,25.9,24,2
2008,full-time,services,financial and insurance services,financial services,42.5,41.9,0.6
2008,part-time,services,financial and insurance services,financial services,22,21.8,0.2
2008,full-time,services,financial and insurance services,insurance services,40.6,40.1,0.5
2008,part-time,services,financial and insurance services,insurance services,21.7,21.3,0.4
2008,full-time,services,real estate services,real estate services,44.9,43.4,1.4
2008,part-time,services,real estate services,real estate services,23.7,23.6,0.1
2008,full-time,services,professional services,"legal, accounting and management services",42.3,41.1,1.2
2008,part-time,services,professional services,"legal, accounting and management services",23.7,23.5,0.2
2008,full-time,services,professional services,architectural and engineering services,46.8,42.8,4.1
2008,part-time,services,professional services,architectural and engineering services,22,21.5,0.5
2008,full-time,services,professional services,other professional services,42.6,41.9,0.7
2008,part-time,services,professional services,other professional services,21,20.9,-
2008,full-time,services,administrative and support services,security and investigation,55.4,45.3,10.1
2008,part-time,services,administrative and support services,security and investigation,28.7,24.9,3.7
2008,full-time,services,administrative and support services,cleaning and landscaping,46,44.3,1.7
2008,part-time,services,administrative and support services,cleaning and landscaping,21.6,21.4,0.1
2008,full-time,services,administrative and support services,other adminstrative and support services,46.4,43.5,2.9
2008,part-time,services,administrative and support services,other adminstrative and support services,27.5,27.4,0.1
2008,full-time,services,"community, social and personal services",public administration and education,41.9,41.8,0.1
2008,part-time,services,"community, social and personal services",public administration and education,18.5,18.4,0.1
2008,full-time,services,"community, social and personal services",health and social services,42.6,42.1,0.5
2008,part-time,services,"community, social and personal services",health and social services,22.7,22.2,0.4
2008,full-time,services,"community, social and personal services","arts, entertainment and recreation",44.3,43.2,1.1
2008,part-time,services,"community, social and personal services","arts, entertainment and recreation",25.5,25.3,0.1
2008,full-time,services,"community, social and personal services","other community, social and personal services",45.1,43.8,1.3
2008,part-time,services,"community, social and personal services","other community, social and personal services",22.9,22.2,0.7
2008,full-time,others,others,others,46.3,43.1,3.2
2008,part-time,others,others,others,23.9,23.9,0.1
2009,full-time,manufacturing,"food, beverages and tobacco","food, beverages and tobacco",47.8,44,3.8
2009,part-time,manufacturing,"food, beverages and tobacco","food, beverages and tobacco",26.5,25.1,1.4
2009,full-time,manufacturing,"paper,rubber,plastic products and printing","paper,rubber,plastic products and printing",49,43.5,5.4
2009,part-time,manufacturing,"paper,rubber,plastic products and printing","paper,rubber,plastic products and printing",27.4,26.8,0.7
2009,full-time,manufacturing,"petroleum, chemical and pharmaceutical products","petroleum, chemical and pharmaceutical products",45.3,42.5,2.8
2009,part-time,manufacturing,"petroleum, chemical and pharmaceutical products","petroleum, chemical and pharmaceutical products",25,24.1,0.9
2009,full-time,manufacturing,"fabricated metal products, machinery and equipment","fabricated metal products, machinery and equipment",51.3,43.6,7.6
2009,part-time,manufacturing,"fabricated metal products, machinery and equipment","fabricated metal products, machinery and equipment",20.4,20,0.4
2009,full-time,manufacturing,"electronic, computer and optical products","electronic, computer and optical products",46.1,42.5,3.6
2009,part-time,manufacturing,"electronic, computer and optical products","electronic, computer and optical products",22.4,22.3,0.1
2009,full-time,manufacturing,transport equipment,transport equipment,52.4,44,8.4
2009,part-time,manufacturing,transport equipment,transport equipment,21.4,21.2,0.2
2009,full-time,manufacturing,other manufacturing industries,other manufacturing industries,49.5,43.1,6.3
2009,part-time,manufacturing,other manufacturing industries,other manufacturing industries,21.1,21.1,-
2009,full-time,construction,construction,construction,52.4,44.9,7.5
2009,part-time,construction,construction,construction,21.4,21.2,0.2
2009,full-time,services,wholesale and retail trade,wholesale trade,44,42.4,1.7
2009,part-time,services,wholesale and retail trade,wholesale trade,24.7,24.4,0.3
2009,full-time,services,wholesale and retail trade,retail trade,46.6,44.3,2.3
2009,part-time,services,wholesale and retail trade,retail trade,30.2,29.9,0.3
2009,full-time,services,transportation and storage,land transport and supporting services,47.3,43.5,3.8
2009,part-time,services,transportation and storage,land transport and supporting services,22.8,21.2,1.6
2009,full-time,services,transportation and storage,water transport and supporting services,44.9,43.1,1.9
2009,part-time,services,transportation and storage,water transport and supporting services,26.2,24,2.2
2009,full-time,services,transportation and storage,air transport and supporting services,43.5,42.3,1.2
2009,part-time,services,transportation and storage,air transport and supporting services,25.5,25.5,-
2009,full-time,services,transportation and storage,other transport and storage services,46.8,43.6,3.1
2009,part-time,services,transportation and storage,other transport and storage services,29.8,29.4,0.3
2009,full-time,services,accommodation and food services,accommodation,45.1,43.9,1.2
2009,part-time,services,accommodation and food services,accommodation,25,24.3,0.7
2009,full-time,services,accommodation and food services,food and beverage services,46.7,45.2,1.5
2009,part-time,services,accommodation and food services,food and beverage services,24.5,24.2,0.3
2009,full-time,services,information and communications,"telecommunications, broadcasting and publishing",42.5,41.8,0.7
2009,part-time,services,information and communications,"telecommunications, broadcasting and publishing",19.9,18.9,1
2009,full-time,services,information and communications,it and other information services,41.5,41.4,0.1
2009,part-time,services,information and communications,it and other information services,23.6,22.8,0.8
2009,full-time,services,financial and insurance services,financial services,42.4,41.7,0.6
2009,part-time,services,financial and insurance services,financial services,21.2,20.8,0.4
2009,full-time,services,financial and insurance services,insurance services,40.5,40.1,0.5
2009,part-time,services,financial and insurance services,insurance services,22.9,22.7,0.2
2009,full-time,services,real estate services,real estate services,45.1,43.3,1.8
2009,part-time,services,real estate services,real estate services,25.4,25.3,0.1
2009,full-time,services,professional services,"legal, accounting and management services",41.5,40.7,0.8
2009,part-time,services,professional services,"legal, accounting and management services",22.4,22.2,0.2
2009,full-time,services,professional services,architectural and engineering services,46,42.8,3.2
2009,part-time,services,professional services,architectural and engineering services,22.7,22.2,0.4
2009,full-time,services,professional services,other professional services,42.4,41.7,0.7
2009,part-time,services,professional services,other professional services,23.1,23.1,0.1
2009,full-time,services,administrative and support services,security and investigation,56.1,45.2,10.9
2009,part-time,services,administrative and support services,security and investigation,29.5,25.5,4
2009,full-time,services,administrative and support services,cleaning and landscaping,45.8,44.3,1.5
2009,part-time,services,administrative and support services,cleaning and landscaping,23.6,23.4,0.2
2009,full-time,services,administrative and support services,other adminstrative and support services,45.7,43.3,2.4
2009,part-time,services,administrative and support services,other adminstrative and support services,22.7,22.5,0.2
2009,full-time,services,"community, social and personal services",public administration and education,41.9,41.8,0.1
2009,part-time,services,"community, social and personal services",public administration and education,20.1,20.1,-
2009,full-time,services,"community, social and personal services",health and social services,42.6,42.1,0.5
2009,part-time,services,"community, social and personal services",health and social services,23.6,23.3,0.3
2009,full-time,services,"community, social and personal services","arts, entertainment and recreation",43.9,43.1,0.9
2009,part-time,services,"community, social and personal services","arts, entertainment and recreation",25.7,25.7,-
2009,full-time,services,"community, social and personal services","other community, social and personal services",44.9,43.7,1.1
2009,part-time,services,"community, social and personal services","other community, social and personal services",22.3,21.3,1
2009,full-time,others,others,others,46.5,43.1,3.4
2009,part-time,others,others,others,23.9,23.9,-
2010,full-time,manufacturing,"food, beverages and tobacco","food, beverages and tobacco",48.5,44,4.4
2010,part-time,manufacturing,"food, beverages and tobacco","food, beverages and tobacco",25.2,23.9,1.3
2010,full-time,manufacturing,"paper,rubber,plastic products and printing","paper,rubber,plastic products and printing",50.2,43.7,6.5
2010,part-time,manufacturing,"paper,rubber,plastic products and printing","paper,rubber,plastic products and printing",27,26.2,0.8
2010,full-time,manufacturing,"petroleum, chemical and pharmaceutical products","petroleum, chemical and pharmaceutical products",46.1,42.8,3.3
2010,part-time,manufacturing,"petroleum, chemical and pharmaceutical products","petroleum, chemical and pharmaceutical products",25.1,24.9,0.2
2010,full-time,manufacturing,"fabricated metal products, machinery and equipment","fabricated metal products, machinery and equipment",52.9,43.9,9
2010,part-time,manufacturing,"fabricated metal products, machinery and equipment","fabricated metal products, machinery and equipment",23.1,22.7,0.4
2010,full-time,manufacturing,"electronic, computer and optical products","electronic, computer and optical products",47.3,42.3,5.1
2010,part-time,manufacturing,"electronic, computer and optical products","electronic, computer and optical products",23.9,23.2,0.7
2010,full-time,manufacturing,transport equipment,transport equipment,53.8,44,9.8
2010,part-time,manufacturing,transport equipment,transport equipment,22.5,22.1,0.3
2010,full-time,manufacturing,other manufacturing industries,other manufacturing industries,50,43,7
2010,part-time,manufacturing,other manufacturing industries,other manufacturing industries,21.3,21.2,0.1
2010,full-time,construction,construction,construction,52.6,45.1,7.5
2010,part-time,construction,construction,construction,20.7,20.7,-
2010,full-time,services,wholesale and retail trade,wholesale trade,44.4,42.6,1.7
2010,part-time,services,wholesale and retail trade,wholesale trade,25.5,24.9,0.6
2010,full-time,services,wholesale and retail trade,retail trade,46.8,44.2,2.6
2010,part-time,services,wholesale and retail trade,retail trade,29.3,29,0.3
2010,full-time,services,transportation and storage,land transport and supporting services,48.2,43.8,4.4
2010,part-time,services,transportation and storage,land transport and supporting services,24.7,23.3,1.4
2010,full-time,services,transportation and storage,water transport and supporting services,44.7,42.9,1.9
2010,part-time,services,transportation and storage,water transport and supporting services,20.8,20.7,0.2
2010,full-time,services,transportation and storage,air transport and supporting services,43.8,42.2,1.6
2010,part-time,services,transportation and storage,air transport and supporting services,27.2,27.1,0.1
2010,full-time,services,transportation and storage,other transport and storage services,47.6,43.6,4.1
2010,part-time,services,transportation and storage,other transport and storage services,31.6,31.2,0.4
2010,full-time,services,accommodation and food services,accommodation,45.7,43.9,1.8
2010,part-time,services,accommodation and food services,accommodation,22.8,22.6,0.2
2010,full-time,services,accommodation and food services,food and beverage services,46.7,45.1,1.6
2010,part-time,services,accommodation and food services,food and beverage services,24.9,24.5,0.4
2010,full-time,services,information and communications,"telecommunications, broadcasting and publishing",42.6,41.7,0.8
2010,part-time,services,information and communications,"telecommunications, broadcasting and publishing",19.5,18.1,1.5
2010,full-time,services,information and communications,it and other information services,41.8,41.6,0.2
2010,part-time,services,information and communications,it and other information services,23.3,22.1,1.1
2010,full-time,services,financial and insurance services,financial services,41.7,41.5,0.2
2010,part-time,services,financial and insurance services,financial services,19.6,19.4,0.3
2010,full-time,services,financial and insurance services,insurance services,40.5,39.9,0.6
2010,part-time,services,financial and insurance services,insurance services,23.5,23.4,0.1
2010,full-time,services,real estate services,real estate services,45.6,43.5,2.2
2010,part-time,services,real estate services,real estate services,26.2,26,0.2
2010,full-time,services,professional services,"legal, accounting and management services",41.3,40.6,0.7
2010,part-time,services,professional services,"legal, accounting and management services",23.9,23.7,0.2
2010,full-time,services,professional services,architectural and engineering services,45.7,42.7,3
2010,part-time,services,professional services,architectural and engineering services,20.7,20.3,0.4
2010,full-time,services,professional services,other professional services,42.6,41.5,1.1
2010,part-time,services,professional services,other professional services,18.3,18,0.2
2010,full-time,services,administrative and support services,security and investigation,56.8,45.8,11.1
2010,part-time,services,administrative and support services,security and investigation,30.9,28.1,2.8
2010,full-time,services,administrative and support services,cleaning and landscaping,46.3,44.2,2.1
2010,part-time,services,administrative and support services,cleaning and landscaping,26,25.8,0.2
2010,full-time,services,administrative and support services,other adminstrative and support services,46.7,43.3,3.4
2010,part-time,services,administrative and support services,other adminstrative and support services,22.5,22.3,0.3
2010,full-time,services,"community, social and personal services",public administration and education,41.9,41.8,0.1
2010,part-time,services,"community, social and personal services",public administration and education,20.6,20.5,0.1
2010,full-time,services,"community, social and personal services",health and social services,42.7,42.2,0.5
2010,part-time,services,"community, social and personal services",health and social services,24.4,24.1,0.3
2010,full-time,services,"community, social and personal services","arts, entertainment and recreation",44.5,43.4,1
2010,part-time,services,"community, social and personal services","arts, entertainment and recreation",23.7,23.6,0.1
2010,full-time,services,"community, social and personal services","other community, social and personal services",45.4,43.6,1.8
2010,part-time,services,"community, social and personal services","other community, social and personal services",24,22.3,1.7
2010,full-time,others,others,others,46.4,43.1,3.4
2010,part-time,others,others,others,23.1,23.1,-
2011,full-time,manufacturing,"food, beverages and tobacco","food, beverages and tobacco",49.3,44.1,5.1
2011,part-time,manufacturing,"food, beverages and tobacco","food, beverages and tobacco",27.6,25.5,2.1
2011,full-time,manufacturing,"paper,rubber,plastic products and printing","paper,rubber,plastic products and printing",49.4,43.6,5.8
2011,part-time,manufacturing,"paper,rubber,plastic products and printing","paper,rubber,plastic products and printing",23.7,23,0.7
2011,full-time,manufacturing,"petroleum, chemical and pharmaceutical products","petroleum, chemical and pharmaceutical products",45.9,42.7,3.2
2011,part-time,manufacturing,"petroleum, chemical and pharmaceutical products","petroleum, chemical and pharmaceutical products",26.6,26.2,0.4
2011,full-time,manufacturing,"fabricated metal products, machinery and equipment","fabricated metal products, machinery and equipment",52.4,43.7,8.7
2011,part-time,manufacturing,"fabricated metal products, machinery and equipment","fabricated metal products, machinery and equipment",22,21.7,0.3
2011,full-time,manufacturing,"electronic, computer and optical products","electronic, computer and optical products",47,42.4,4.6
2011,part-time,manufacturing,"electronic, computer and optical products","electronic, computer and optical products",24.4,23.6,0.8
2011,full-time,manufacturing,transport equipment,transport equipment,53.3,43.9,9.5
2011,part-time,manufacturing,transport equipment,transport equipment,21,20.5,0.5
2011,full-time,manufacturing,other manufacturing industries,other manufacturing industries,49.9,43,6.9
2011,part-time,manufacturing,other manufacturing industries,other manufacturing industries,20.5,20.4,0.1
2011,full-time,construction,construction,construction,52.9,45,7.9
2011,part-time,construction,construction,construction,21.3,21.3,0.1
2011,full-time,services,wholesale and retail trade,wholesale trade,44,42.4,1.6
2011,part-time,services,wholesale and retail trade,wholesale trade,25.1,24.8,0.3
2011,full-time,services,wholesale and retail trade,retail trade,46.6,44.2,2.4
2011,part-time,services,wholesale and retail trade,retail trade,29,28.7,0.3
2011,full-time,services,transportation and storage,land transport and supporting services,49,44,5
2011,part-time,services,transportation and storage,land transport and supporting services,23.5,23.2,0.3
2011,full-time,services,transportation and storage,water transport and supporting services,45.1,43.1,2
2011,part-time,services,transportation and storage,water transport and supporting services,24.6,24.4,0.2
2011,full-time,services,transportation and storage,air transport and supporting services,44.7,42.4,2.4
2011,part-time,services,transportation and storage,air transport and supporting services,23.3,23.3,-
2011,full-time,services,transportation and storage,other transport and storage services,48,43.6,4.3
2011,part-time,services,transportation and storage,other transport and storage services,29.7,28.8,0.9
2011,full-time,services,accommodation and food services,accommodation,46,44.1,1.9
2011,part-time,services,accommodation and food services,accommodation,24.2,23.1,1.1
2011,full-time,services,accommodation and food services,food and beverage services,47,45.2,1.8
2011,part-time,services,accommodation and food services,food and beverage services,25.5,24.9,0.5
2011,full-time,services,information and communications,"telecommunications, broadcasting and publishing",42.3,41.5,0.8
2011,part-time,services,information and communications,"telecommunications, broadcasting and publishing",22,21.5,0.5
2011,full-time,services,information and communications,it and other information services,41.7,41.4,0.3
2011,part-time,services,information and communications,it and other information services,21.1,21,0.2
2011,full-time,services,financial and insurance services,financial services,41.5,41.3,0.2
2011,part-time,services,financial and insurance services,financial services,22.3,22.1,0.2
2011,full-time,services,financial and insurance services,insurance services,40.4,40,0.4
2011,part-time,services,financial and insurance services,insurance services,20.9,20.8,0.1
2011,full-time,services,real estate services,real estate services,45.6,43.5,2.1
2011,part-time,services,real estate services,real estate services,22.7,21.9,0.8
2011,full-time,services,professional services,"legal, accounting and management services",41.3,40.7,0.6
2011,part-time,services,professional services,"legal, accounting and management services",23.1,23,0.1
2011,full-time,services,professional services,architectural and engineering services,45.8,42.7,3.1
2011,part-time,services,professional services,architectural and engineering services,20.8,20.3,0.5
2011,full-time,services,professional services,other professional services,43.2,41.6,1.5
2011,part-time,services,professional services,other professional services,17.2,17,0.2
2011,full-time,services,administrative and support services,security and investigation,56.1,45.2,10.9
2011,part-time,services,administrative and support services,security and investigation,29.6,25.4,4.2
2011,full-time,services,administrative and support services,cleaning and landscaping,47.1,44.3,2.7
2011,part-time,services,administrative and support services,cleaning and landscaping,26.3,25.9,0.4
2011,full-time,services,administrative and support services,other adminstrative and support services,46.6,43.3,3.3
2011,part-time,services,administrative and support services,other adminstrative and support services,20.5,20.4,0.1
2011,full-time,services,"community, social and personal services",public administration and education,41.9,41.8,0.1
2011,part-time,services,"community, social and personal services",public administration and education,20.5,20.4,-
2011,full-time,services,"community, social and personal services",health and social services,42.8,42.2,0.6
2011,part-time,services,"community, social and personal services",health and social services,24.4,24,0.4
2011,full-time,services,"community, social and personal services","arts, entertainment and recreation",45.1,43.6,1.4
2011,part-time,services,"community, social and personal services","arts, entertainment and recreation",24.6,24.6,-
2011,full-time,services,"community, social and personal services","other community, social and personal services",45.4,43.5,1.9
2011,part-time,services,"community, social and personal services","other community, social and personal services",24.6,22.7,1.8
2011,full-time,others,others,others,45.9,42.8,3.1
2011,part-time,others,others,others,23.7,23.5,0.2
2012,full-time,manufacturing,"food, beverages and tobacco","food, beverages and tobacco",49,44.5,4.5
2012,part-time,manufacturing,"food, beverages and tobacco","food, beverages and tobacco",27.6,26.9,0.7
2012,full-time,manufacturing,"paper,rubber,plastic products and printing","paper,rubber,plastic products and printing",48.7,43.5,5.2
2012,part-time,manufacturing,"paper,rubber,plastic products and printing","paper,rubber,plastic products and printing",27.1,26.4,0.7
2012,full-time,manufacturing,"petroleum, chemical and pharmaceutical products","petroleum, chemical and pharmaceutical products",45.2,42,3.2
2012,part-time,manufacturing,"petroleum, chemical and pharmaceutical products","petroleum, chemical and pharmaceutical products",22.7,22.7,-
2012,full-time,manufacturing,"fabricated metal products, machinery and equipment","fabricated metal products, machinery and equipment",52.8,43.6,9.2
2012,part-time,manufacturing,"fabricated metal products, machinery and equipment","fabricated metal products, machinery and equipment",21.7,21.2,0.4
2012,full-time,manufacturing,"electronic, computer and optical products","electronic, computer and optical products",46.8,42,4.8
2012,part-time,manufacturing,"electronic, computer and optical products","electronic, computer and optical products",23.8,23.2,0.6
2012,full-time,manufacturing,transport equipment,transport equipment,53.7,43.8,9.9
2012,part-time,manufacturing,transport equipment,transport equipment,21.2,21,0.2
2012,full-time,manufacturing,other manufacturing industries,other manufacturing industries,49.8,43.1,6.8
2012,part-time,manufacturing,other manufacturing industries,other manufacturing industries,23.7,23.7,0.1
2012,full-time,construction,construction,construction,53.1,44.9,8.2
2012,part-time,construction,construction,construction,20.7,20.3,0.4
2012,full-time,services,wholesale and retail trade,wholesale trade,44.3,42.8,1.6
2012,part-time,services,wholesale and retail trade,wholesale trade,24.6,24.3,0.3
2012,full-time,services,wholesale and retail trade,retail trade,46.5,44.1,2.3
2012,part-time,services,wholesale and retail trade,retail trade,26.5,26.2,0.3
2012,full-time,services,transportation and storage,land transport and supporting services,49.1,43.8,5.3
2012,part-time,services,transportation and storage,land transport and supporting services,25.1,24.2,0.9
2012,full-time,services,transportation and storage,water transport and supporting services,44.7,42.9,1.8
2012,part-time,services,transportation and storage,water transport and supporting services,25.3,25.2,0.1
2012,full-time,services,transportation and storage,air transport and supporting services,44.9,42.4,2.4
2012,part-time,services,transportation and storage,air transport and supporting services,22.1,22,0.1
2012,full-time,services,transportation and storage,other transport and storage services,47.6,43.5,4.1
2012,part-time,services,transportation and storage,other transport and storage services,30.3,29.6,0.7
2012,full-time,services,accommodation and food services,accommodation,46.1,44,2.1
2012,part-time,services,accommodation and food services,accommodation,27.5,25.8,1.7
2012,full-time,services,accommodation and food services,food and beverage services,47.3,45.2,2.1
2012,part-time,services,accommodation and food services,food and beverage services,25.7,25.2,0.6
2012,full-time,services,information and communications,"telecommunications, broadcasting and publishing",42.2,41.5,0.7
2012,part-time,services,information and communications,"telecommunications, broadcasting and publishing",23.6,22.9,0.6
2012,full-time,services,information and communications,it and other information services,41.7,41.4,0.3
2012,part-time,services,information and communications,it and other information services,16.5,15.9,0.6
2012,full-time,services,financial and insurance services,financial services,41.4,41.2,0.2
2012,part-time,services,financial and insurance services,financial services,22.4,22.3,0.1
2012,full-time,services,financial and insurance services,insurance services,40.4,40.1,0.3
2012,part-time,services,financial and insurance services,insurance services,21.4,21.2,0.2
2012,full-time,services,real estate services,real estate services,45.3,43.4,1.9
2012,part-time,services,real estate services,real estate services,22.9,22.5,0.4
2012,full-time,services,professional services,"legal, accounting and management services",41.8,41,0.8
2012,part-time,services,professional services,"legal, accounting and management services",20.2,20,0.2
2012,full-time,services,professional services,architectural and engineering services,46.7,42.8,3.9
2012,part-time,services,professional services,architectural and engineering services,22.7,22,0.6
2012,full-time,services,professional services,other professional services,42.4,41.5,0.9
2012,part-time,services,professional services,other professional services,23.4,23.1,0.3
2012,full-time,services,administrative and support services,security and investigation,58.3,45,13.2
2012,part-time,services,administrative and support services,security and investigation,32.3,29.9,2.4
2012,full-time,services,administrative and support services,cleaning and landscaping,46.8,44.3,2.5
2012,part-time,services,administrative and support services,cleaning and landscaping,25.7,25.5,0.2
2012,full-time,services,administrative and support services,other adminstrative and support services,45.9,43.1,2.7
2012,part-time,services,administrative and support services,other adminstrative and support services,21.6,21.5,0.1
2012,full-time,services,"community, social and personal services",public administration and education,41.9,41.8,0.1
2012,part-time,services,"community, social and personal services",public administration and education,19.1,19,-
2012,full-time,services,"community, social and personal services",health and social services,42.8,42.3,0.5
2012,part-time,services,"community, social and personal services",health and social services,23.5,23.3,0.2
2012,full-time,services,"community, social and personal services","arts, entertainment and recreation",45.1,43.6,1.5
2012,part-time,services,"community, social and personal services","arts, entertainment and recreation",23.8,23.8,0.1
2012,full-time,services,"community, social and personal services","other community, social and personal services",45.4,43.4,2
2012,part-time,services,"community, social and personal services","other community, social and personal services",24.5,23,1.4
2012,full-time,others,others,others,45.9,42.8,3.1
2012,part-time,others,others,others,23.3,22.5,0.8
2013,full-time,manufacturing,"food, beverages and tobacco","food, beverages and tobacco",48.6,44.1,4.4
2013,part-time,manufacturing,"food, beverages and tobacco","food, beverages and tobacco",29,28.5,0.5
2013,full-time,manufacturing,"paper,rubber,plastic products and printing","paper,rubber,plastic products and printing",49.3,43.5,5.7
2013,part-time,manufacturing,"paper,rubber,plastic products and printing","paper,rubber,plastic products and printing",25.7,25.1,0.6
2013,full-time,manufacturing,"petroleum, chemical and pharmaceutical products","petroleum, chemical and pharmaceutical products",44.7,41.8,2.9
2013,part-time,manufacturing,"petroleum, chemical and pharmaceutical products","petroleum, chemical and pharmaceutical products",22.7,22.7,-
2013,full-time,manufacturing,"fabricated metal products, machinery and equipment","fabricated metal products, machinery and equipment",52.8,43.7,9.1
2013,part-time,manufacturing,"fabricated metal products, machinery and equipment","fabricated metal products, machinery and equipment",22.1,21.8,0.3
2013,full-time,manufacturing,"electronic, computer and optical products","electronic, computer and optical products",46.9,42.1,4.8
2013,part-time,manufacturing,"electronic, computer and optical products","electronic, computer and optical products",23.9,23,0.9
2013,full-time,manufacturing,transport equipment,transport equipment,53.2,43.8,9.4
2013,part-time,manufacturing,transport equipment,transport equipment,21.9,21.7,0.2
2013,full-time,manufacturing,other manufacturing industries,other manufacturing industries,50.4,43.1,7.3
2013,part-time,manufacturing,other manufacturing industries,other manufacturing industries,24.1,23.9,0.1
2013,full-time,construction,construction,construction,53.4,44.9,8.5
2013,part-time,construction,construction,construction,20.7,20.5,0.2
2013,full-time,services,wholesale and retail trade,wholesale trade,44.2,42.6,1.5
2013,part-time,services,wholesale and retail trade,wholesale trade,26.2,25.9,0.3
2013,full-time,services,wholesale and retail trade,retail trade,46.2,43.9,2.4
2013,part-time,services,wholesale and retail trade,retail trade,25.5,25,0.4
2013,full-time,services,transportation and storage,land transport and supporting services,47.5,43.6,3.9
2013,part-time,services,transportation and storage,land transport and supporting services,24,23.3,0.7
2013,full-time,services,transportation and storage,water transport and supporting services,44.4,42.6,1.8
2013,part-time,services,transportation and storage,water transport and supporting services,28.6,28.6,-
2013,full-time,services,transportation and storage,air transport and supporting services,45.2,42.9,2.2
2013,part-time,services,transportation and storage,air transport and supporting services,21.8,21.7,0.1
2013,full-time,services,transportation and storage,other transport and storage services,47.6,43.6,4.1
2013,part-time,services,transportation and storage,other transport and storage services,26,25.6,0.4
2013,full-time,services,accommodation and food services,accommodation,46.8,44.1,2.6
2013,part-time,services,accommodation and food services,accommodation,29.2,28.8,0.4
2013,full-time,services,accommodation and food services,food and beverage services,47.6,44.8,2.7
2013,part-time,services,accommodation and food services,food and beverage services,26.6,25.9,0.7
2013,full-time,services,information and communications,"telecommunications, broadcasting and publishing",42.6,41.8,0.8
2013,part-time,services,information and communications,"telecommunications, broadcasting and publishing",29,28.5,0.5
2013,full-time,services,information and communications,it and other information services,41.5,41.2,0.3
2013,part-time,services,information and communications,it and other information services,19.3,18.1,1.2
2013,full-time,services,financial and insurance services,financial services,41.5,41.2,0.2
2013,part-time,services,financial and insurance services,financial services,23.1,23,0.1
2013,full-time,services,financial and insurance services,insurance services,40.2,39.9,0.3
2013,part-time,services,financial and insurance services,insurance services,21.7,21.3,0.5
2013,full-time,services,real estate services,real estate services,45.7,43.3,2.3
2013,part-time,services,real estate services,real estate services,24.7,24.4,0.3
