year,nature_of_employment,industry1,industry2,industry3,total_paid_hours,standard_hours,overtime_paid_hours
1997,part-time,services,business and real estate services,business and real estate services,24.6,24.3,0.4
1997,full-time,services,"community, social and personal services","community, social and personal services",42.9,41.6,1.2
1997,part-time,services,"community, social and personal services","community, social and personal services",22.5,22,0.5
1997,full-time,others,others,others,48,44.3,3.7
1997,part-time,others,others,others,23.7,31.6,-
1998,full-time,manufacturing,"food, beverages and tobacco","food, beverages and tobacco",46.3,43.5,2.8
1998,part-time,manufacturing,"food, beverages and tobacco","food, beverages and tobacco",23.3,22.8,0.6
1998,full-time,manufacturing,textile and wearing apparel,textile and wearing apparel,50.2,43.9,6.2
1998,part-time,manufacturing,textile and wearing apparel,textile and wearing apparel,21.7,21.7,-
1998,full-time,manufacturing,paper products and publishing,paper products and publishing,49.6,43.4,6.2
1998,part-time,manufacturing,paper products and publishing,paper products and publishing,23.1,22.7,0.4
1998,full-time,manufacturing,petroleum and chemical products,petroleum and chemical products,47.3,42.8,4.5
1998,part-time,manufacturing,petroleum and chemical products,petroleum and chemical products,22.9,22.2,0.7
1998,full-time,manufacturing,rubber and plastic products,rubber and plastic products,49.1,43.4,5.7
1998,part-time,manufacturing,rubber and plastic products,rubber and plastic products,22.3,21.4,0.9
1998,full-time,manufacturing,fabricated metal products,fabricated metal products,51.1,43.7,7.4
1998,part-time,manufacturing,fabricated metal products,fabricated metal products,20.8,20.2,0.6
1998,full-time,manufacturing,machinery and equipment,machinery and equipment,50.8,43.6,7.2
1998,part-time,manufacturing,machinery and equipment,machinery and equipment,20.9,20.7,0.2
1998,full-time,manufacturing,electrical products,electrical products,48.4,43.3,5.1
1998,part-time,manufacturing,electrical products,electrical products,21.8,21.3,0.5
1998,full-time,manufacturing,electronic products,electronic products,46.2,42,4.1
1998,part-time,manufacturing,electronic products,electronic products,23.1,22.4,0.7
1998,full-time,manufacturing,medical and precision instruments,medical and precision instruments,46.1,42.2,3.9
1998,part-time,manufacturing,medical and precision instruments,medical and precision instruments,24.9,23.3,1.7
1998,full-time,manufacturing,transport equipment,transport equipment,53.7,44,9.7
1998,part-time,manufacturing,transport equipment,transport equipment,18.7,18.5,0.2
1998,full-time,manufacturing,other manufacturing industries,other manufacturing industries,50,44,6
1998,part-time,manufacturing,other manufacturing industries,other manufacturing industries,21.4,21.3,0.1
1998,full-time,construction,construction,construction,51.8,44.9,6.9
1998,part-time,construction,construction,construction,21.3,21.2,0.1
1998,full-time,services,wholesale and retail trade,wholesale trade,43.8,42,1.8
1998,part-time,services,wholesale and retail trade,wholesale trade,24.1,23.8,0.3
1998,full-time,services,wholesale and retail trade,retail trade,45.8,43.6,2.2
1998,part-time,services,wholesale and retail trade,retail trade,23.3,23.1,0.3
1998,full-time,services,hotels and restaurants,hotels,45.3,44,1.3
1998,part-time,services,hotels and restaurants,hotels,25.4,23.7,1.7
1998,full-time,services,hotels and restaurants,restaurants,45.2,44.4,0.7
1998,part-time,services,hotels and restaurants,restaurants,21.7,21.4,0.3
1998,full-time,services,"transport, storage and communications","transport, storage and communications",46.6,43.1,3.5
1998,part-time,services,"transport, storage and communications","transport, storage and communications",25.3,24.5,0.8
1998,full-time,services,financial intermediation,financial institutions,43.7,42.4,1.2
1998,part-time,services,financial intermediation,financial institutions,23.5,23.1,0.4
1998,full-time,services,financial intermediation,insurance and pension funding,40.5,39.7,0.8
1998,part-time,services,financial intermediation,insurance and pension funding,20.5,20.5,0.1
1998,full-time,services,business and real estate services,business and real estate services,45,42.6,2.4
1998,part-time,services,business and real estate services,business and real estate services,24.8,24.4,0.4
1998,full-time,services,"community, social and personal services","community, social and personal services",42.8,41.7,1.1
1998,part-time,services,"community, social and personal services","community, social and personal services",24,23.7,0.3
1998,full-time,others,others,others,50.4,44.8,5.7
1998,part-time,others,others,others,22.2,21.7,0.5
1999,full-time,manufacturing,"food, beverages and tobacco","food, beverages and tobacco",46.6,43.7,2.9
1999,part-time,manufacturing,"food, beverages and tobacco","food, beverages and tobacco",19.8,18.8,1
1999,full-time,manufacturing,textile and wearing apparel,textile and wearing apparel,50.6,44,6.7
1999,part-time,manufacturing,textile and wearing apparel,textile and wearing apparel,21.3,21.3,-
1999,full-time,manufacturing,paper products and publishing,paper products and publishing,50.3,43.5,6.7
1999,part-time,manufacturing,paper products and publishing,paper products and publishing,24.3,23,1.3
1999,full-time,manufacturing,petroleum and chemical products,petroleum and chemical products,47.7,42.8,4.8
1999,part-time,manufacturing,petroleum and chemical products,petroleum and chemical products,21.6,20.6,1
1999,full-time,manufacturing,rubber and plastic products,rubber and plastic products,50.3,43.7,6.6
1999,part-time,manufacturing,rubber and plastic products,rubber and plastic products,21.3,20.2,1.2
1999,full-time,manufacturing,fabricated metal products,fabricated metal products,51.7,43.7,8
1999,part-time,manufacturing,fabricated metal products,fabricated metal products,21.3,19.7,1.7
1999,full-time,manufacturing,machinery and equipment,machinery and equipment,50.9,43.7,7.2
1999,part-time,manufacturing,machinery and equipment,machinery and equipment,20.8,20.6,0.3
1999,full-time,manufacturing,electrical products,electrical products,48.8,43.3,5.5
1999,part-time,manufacturing,electrical products,electrical products,18.8,18,0.9
1999,full-time,manufacturing,electronic products,electronic products,47.4,42.3,5.1
1999,part-time,manufacturing,electronic products,electronic products,22.4,21.7,0.7
1999,full-time,manufacturing,medical and precision instruments,medical and precision instruments,47,42.6,4.5
1999,part-time,manufacturing,medical and precision instruments,medical and precision instruments,25.7,23.4,2.3
1999,full-time,manufacturing,transport equipment,transport equipment,53.4,44.1,9.3
1999,part-time,manufacturing,transport equipment,transport equipment,18.8,18.7,0.1
1999,full-time,manufacturing,other manufacturing industries,other manufacturing industries,50.9,44,6.9
1999,part-time,manufacturing,other manufacturing industries,other manufacturing industries,20.3,20.2,0.1
1999,full-time,construction,construction,construction,51.5,44.8,6.7
1999,part-time,construction,construction,construction,20.2,20.2,-
1999,full-time,services,wholesale and retail trade,wholesale trade,44.2,42.1,2.1
1999,part-time,services,wholesale and retail trade,wholesale trade,24.6,24.1,0.5
1999,full-time,services,wholesale and retail trade,retail trade,45.9,43.6,2.3
1999,part-time,services,wholesale and retail trade,retail trade,24.2,23.4,0.7
1999,full-time,services,hotels and restaurants,hotels,45.4,43.9,1.5
1999,part-time,services,hotels and restaurants,hotels,25.5,24.7,0.8
1999,full-time,services,hotels and restaurants,restaurants,45.2,44.3,0.9
1999,part-time,services,hotels and restaurants,restaurants,22.7,22.4,0.3
1999,full-time,services,"transport, storage and communications","transport, storage and communications",46.4,43,3.4
1999,part-time,services,"transport, storage and communications","transport, storage and communications",24.8,24.4,0.5
1999,full-time,services,financial intermediation,financial institutions,43.6,42.5,1.1
1999,part-time,services,financial intermediation,financial institutions,22.9,22.5,0.5
1999,full-time,services,financial intermediation,insurance and pension funding,40.7,39.8,0.9
1999,part-time,services,financial intermediation,insurance and pension funding,20.8,20.6,0.2
1999,full-time,services,business and real estate services,business and real estate services,45.1,42.7,2.4
1999,part-time,services,business and real estate services,business and real estate services,23,22.8,0.3
1999,full-time,services,"community, social and personal services","community, social and personal services",42.8,41.7,1.1
1999,part-time,services,"community, social and personal services","community, social and personal services",23.4,23.1,0.3
1999,full-time,others,others,others,48.9,43.8,5.1
1999,part-time,others,others,others,22.5,22.3,0.3
2000,full-time,manufacturing,"food, beverages and tobacco","food, beverages and tobacco",47.4,43.7,3.7
2000,part-time,manufacturing,"food, beverages and tobacco","food, beverages and tobacco",27.5,26.5,1
2000,full-time,manufacturing,paper products and printing,paper products and printing,51.8,43.6,8.2
2000,part-time,manufacturing,paper products and printing,paper products and printing,23.3,22.8,0.5
2000,full-time,manufacturing,"petroleum, chemical and pharmaceutical products","petroleum, chemical and pharmaceutical products",45.8,42.1,3.7
2000,part-time,manufacturing,"petroleum, chemical and pharmaceutical products","petroleum, chemical and pharmaceutical products",22.6,21.3,1.3
2000,full-time,manufacturing,rubber and plastic products,rubber and plastic products,51.2,43.8,7.4
2000,part-time,manufacturing,rubber and plastic products,rubber and plastic products,24.1,22.9,1.3
2000,full-time,manufacturing,fabricated metal products,fabricated metal products,52.2,43.7,8.4
2000,part-time,manufacturing,fabricated metal products,fabricated metal products,23.6,20.6,3
2000,full-time,manufacturing,machinery and equipment,machinery and equipment,51.1,43.4,7.6
2000,part-time,manufacturing,machinery and equipment,machinery and equipment,22.8,22.5,0.3
2000,full-time,manufacturing,electrical products,electrical products,50.1,43.2,6.8
2000,part-time,manufacturing,electrical products,electrical products,22.9,21.9,0.9
2000,full-time,manufacturing,electronic products,electronic products,48.4,42.4,6
2000,part-time,manufacturing,electronic products,electronic products,21.4,20.7,0.6
2000,full-time,manufacturing,medical and precision instruments,medical and precision instruments,48.7,43.1,5.6
2000,part-time,manufacturing,medical and precision instruments,medical and precision instruments,26.1,22.7,3.4
2000,full-time,manufacturing,transport equipment,transport equipment,53.4,44,9.4
2000,part-time,manufacturing,transport equipment,transport equipment,20.3,20.1,0.2
2000,full-time,manufacturing,other manufacturing industries,other manufacturing industries,51.1,43.8,7.2
2000,part-time,manufacturing,other manufacturing industries,other manufacturing industries,21.4,21.1,0.3
2000,full-time,construction,construction,construction,51.7,45,6.8
2000,part-time,construction,construction,construction,20.2,20.1,0.1
2000,full-time,services,wholesale and retail trade,wholesale trade,44,41.9,2.1
2000,part-time,services,wholesale and retail trade,wholesale trade,23.2,22.7,0.5
2000,full-time,services,wholesale and retail trade,retail trade,46.5,43.7,2.7
2000,part-time,services,wholesale and retail trade,retail trade,24.5,24,0.5
